track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,time_signature,artist_names,track_name,region
0fLampmh4qsOLGitXM171a,0.771,0.719,0,-7.33,1,0.169,0.279,4.86e-06,0.125,0.367,77.493,1.5,4,PLOHOYPAREN,Таблетка,Belarus
27sTvQ5qRMwcL1zcdtGlOi,0.727,0.66,0,-6.14,1,0.165,0.0618,9.41e-05,0.161,0.28,91.935,2.35,4,"Scally Milano, OG Buda",Большие Бабки,Belarus
2WzAAerBvZvvFXgUpSwHZ9,0.633,0.433,1,-8.833,1,0.229,0.0053,0.28,0.145,0.373,122.088,2.03,4,"PLAYAMANE, Nateki",MIDNIGHT,Belarus
0EPK3XVvgbe8q0KrS7nEiY,0.895,0.676,2,-7.575,1,0.0853,0.0665,0.222,0.0878,0.418,126.993,2.08,4,АДЛИН,Dead Inside,Belarus
3NjAwkM75GH3cvfV9zRtv8,0.772,0.508,1,-8.694,1,0.143,0.0769,0.0,0.196,0.34,96.107,1.85,4,BUSHIDO ZHO,vodila,Belarus
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.01,4,The Neighbourhood,Sweater Weather,Belarus
2ksyzVfU0WJoBpu8otr4pz,0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,2.38,4,INTERWORLD,METAMORPHOSIS,Belarus
1P9oRiZJWnxe2pZmYUZ5eC,0.358,0.416,0,-10.972,0,0.0596,0.325,0.356,0.173,0.128,139.945,4.65,3,Skryptonite,Это любовь,Belarus
3gVhsZtseYtY1fMuyYq06F,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4.54,4,Rammstein,Sonne,Belarus
33aN03SdPY7SyO7jAWMTwc,0.847,0.754,1,-6.132,0,0.0531,0.0119,4.41e-06,0.133,0.396,97.008,2.27,4,INSTASAMKA,BALANCE,Belarus
01kfSdF9zfcDLri5sSWEoL,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,2.82,4,Dxrk ダーク,RAVE,Belarus
0zCgWGmDF0aih5qexATyBn,0.579,0.601,8,-10.492,1,0.0322,0.0673,0.414,0.0778,0.0392,140.019,4.29,4,Mr.Kitty,After Dark,Belarus
54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,2.75,4,Imagine Dragons,Bones,Belarus
1x8o2E70kQnWm6pHW5ApOw,0.554,0.562,2,-8.741,1,0.13,0.0489,0.0,0.149,0.144,141.066,1.4,4,uglystephan archive,ahh,Belarus
0VGLb6IeeG5ZqonN5EavDu,0.551,0.827,5,-6.908,1,0.0643,0.00688,0.000292,0.0707,0.18,99.97,2.08,4,КАКАЯ РАЗНИЦА,Рассвет,Belarus
73LHQpKsDoDg4GbNzMKFQN,0.944,0.532,1,-6.605,1,0.0639,0.0383,1.43e-06,0.175,0.124,136.961,3.17,4,"Arut, MORGENSHTERN",BUGATTI,Belarus
4m0ELYovhweZYdw4cCqVv0,0.9,0.682,8,-7.304,1,0.162,0.00287,8.9e-06,0.0728,0.597,141.93,2.06,4,INSTASAMKA,RARARA,Belarus
1rT2BmlIKlvmDIbAkHWG2Z,0.639,0.537,5,-7.688,1,0.0469,0.546,6.57e-06,0.247,0.195,80.003,1.85,4,"Кореш, treepside",Толпа,Belarus
26yvlxKTtN2u3mpbl6AIeI,0.423,0.657,4,-6.361,1,0.0486,0.607,0.0296,0.304,0.567,129.904,2.0,4,FACE,Антидепрессант,Belarus
3VeWIV9WTXUl8PcOusFjYv,0.65,0.477,8,-5.944,1,0.144,0.207,0.0,0.588,0.437,135.419,2.42,4,Кишлак,Я уёбываю в джаз,Belarus
7wdwIaXUuzlu1grzWMFRJm,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4.08,4,Ghost,Mary On A Cross,Belarus
0iUrxveyNUBfj0cqjYEijt,0.548,0.996,7,-2.169,1,0.112,0.0284,0.92,0.595,0.893,94.999,4.42,4,MoonDeity,NEON BLADE,Belarus
69E0PXED6MvClnqED4d7f5,0.405,0.564,4,-5.263,1,0.0263,0.00268,0.00123,0.0961,0.549,144.131,3.01,4,"FACE, Squirrel Flower",Лиза,Belarus
3mcw4dkjfzj5B4Ago9NSmN,0.895,0.384,3,-7.204,0,0.241,0.698,0.0,0.0933,0.697,130.087,2.09,4,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,Belarus
4umjgYILQbHyV41ZmaemQm,0.868,0.677,6,-4.61,1,0.223,0.0284,0.0,0.267,0.719,165.029,2.25,4,"Big Baby Tape, kizaru",Million,Belarus
4TYG4KtCYf5BtUrKTszSih,0.61,0.903,8,-5.205,0,0.0289,0.000921,0.134,0.141,0.748,112.028,3.46,4,Три дня дождя,Отпускай,Belarus
16AzcbKli3UQsxj491hJLQ,0.747,0.577,5,-6.46,1,0.0336,0.00654,0.0412,0.167,0.346,102.993,2.52,4,"Big Baby Tape, kizaru",Bandana,Belarus
5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,3.08,4,Chris Brown,Under The Influence,Belarus
6GyZQ9o0dBU9V0NIjGPz2r,0.841,0.541,11,-8.559,1,0.0495,0.0737,0.037,0.102,0.436,133.982,3.3,4,FACE,Домино,Belarus
5Cx2d9x8vImaq0IdcjcJWF,0.873,0.458,1,-9.917,0,0.0609,0.3,0.00434,0.342,0.775,94.556,2.41,4,Кишлак,Музыка,Belarus
0vLdm3rMRElZDkxtzDHepr,0.865,0.696,10,-5.878,0,0.263,0.0795,0.0,0.105,0.772,85.031,2.38,4,Oxxxymiron,ОЙДА,Belarus
48fzAdCxamFYCHNXXLk6zn,0.714,0.63,6,-11.098,1,0.129,0.0355,0.0294,0.0922,0.378,114.945,2.0,4,shadowraze,showdown,Belarus
3YhFOvxeW3sCqbCtjnDdgK,0.749,0.463,10,-10.668,1,0.426,0.725,0.0,0.239,0.267,127.954,2.0,4,Scally Milano,Недоволен,Belarus
1Ck6nc8m3uVBY0r4TRfd1e,0.697,0.625,1,-8.759,1,0.0516,0.0235,5.13e-06,0.11,0.131,134.966,2.13,4,OG Buda,Биг бой слайм,Belarus
7biChppM3c8q7qcVl7ceb2,0.866,0.722,4,-6.497,0,0.143,0.213,0.0,0.183,0.912,137.969,2.82,4,FACE,ЛАБИРИНТ,Belarus
70qbqCW6z92WESMZC1opsd,0.404,0.832,2,-10.002,0,0.0896,0.000951,0.0,0.0595,0.31,90.782,2.65,4,Nervy,Нервы,Belarus
2ch5o7qvAhjtlCsbGYR15y,0.71,0.793,6,-8.216,0,0.0674,0.0467,0.0,0.111,0.852,139.939,1.83,4,Шайни,Fukit,Belarus
1GOiMxQXZUzjzH0Sxpck0B,0.801,0.591,2,-5.18,1,0.143,0.0186,0.0,0.108,0.231,87.509,2.9,4,kizaru,Дежавю,Belarus
0r9fpWPI6z3V3YZXIiVaNC,0.949,0.452,9,-9.253,1,0.0973,0.0196,0.00351,0.0655,0.184,100.044,2.65,4,"Big Baby Tape, kizaru",99 Problems,Belarus
1OhtcX8IP2mQ2s5yEZ3jSN,0.891,0.651,7,-7.25,0,0.0848,0.00915,3.05e-06,0.0956,0.556,99.52,2.54,4,"Arut, Big Baby Tape",VLAGA,Belarus
2ZTJxMmPZizet6NSJmSezo,0.657,0.595,3,-7.649,1,0.0377,0.0232,4.67e-05,0.112,0.0586,77.488,2.09,4,uglystephan,Снова обогнал их,Belarus
0EDYTUzZPOcxUkki7HcHgV,0.613,0.496,6,-10.917,1,0.035,0.653,0.0039,0.359,0.143,149.968,3.9,4,KENTUKKI,Замигает свет,Belarus
04gmklgYhNhZxRnAvSofoE,0.564,0.878,9,-1.592,1,0.0556,0.179,0.0,0.263,0.313,179.815,3.29,4,"pyrokinesis, MUKKA",Днями-ночами,Belarus
5IHRFEEHSVd8Ks1joLjZDq,0.861,0.383,10,-7.963,0,0.351,0.416,1.18e-06,0.115,0.699,140.063,2.62,4,"nkeeei, uniqe, ARTEM SHILOVETS, MAYOT",У У У,Belarus
6RmlamfS2Supq8wARlY0QQ,0.717,0.431,10,-10.146,0,0.264,0.691,0.00044,0.102,0.277,146.07,3.01,4,"10AGE, Ramil'",Ау,Belarus
4CK9NEdPWB6rJ8N6BU20pN,0.45,0.913,6,-3.756,1,0.0543,0.0191,0.0,0.193,0.261,114.972,2.79,4,ПОЛМАТЕРИ,ярче звёзд,Belarus
6P4SAsG3RuIeGymX2Qou9L,0.653,0.425,10,-11.317,0,0.0256,0.00879,2.75e-05,0.109,0.163,101.025,3.33,4,Антон Токарев,Седьмой лепесток,Belarus
2DYzsMQpO7xOw7b3JwyIWP,0.386,0.796,2,-4.76,0,0.0413,0.0259,0.0,0.124,0.635,148.6,3.37,4,Korol i Shut,Кукла колдуна,Belarus
3CLSHJv5aUROAN2vfOyCOh,0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,2.21,4,DVRST,Close Eyes,Belarus
1BYZxKSf0aTxp8ZFoeyM3d,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,3.07,4,girl in red,we fell in love in october,Belarus
0qyeRF33qX9pNm16m4Yykb,0.732,0.722,1,-6.119,1,0.0626,0.0202,0.0158,0.435,0.415,103.979,1.86,4,"Aarne, Yanix, SEEMEE",Фиеста,Belarus
1OeGvzNcGC2s6F41lmCdjA,0.851,0.655,0,-8.551,1,0.425,0.451,0.000138,0.103,0.407,144.541,2.39,4,remember.,Кожура,Belarus
7q8jzypmJPGTsph168wWjt,0.862,0.386,6,-8.427,0,0.0715,0.33,1.91e-05,0.0946,0.148,108.01,3.07,4,MACAN,Кино,Belarus
2xKA5mKz7swl48YzRsw6d3,0.806,0.849,0,-5.354,1,0.116,0.199,0.0,0.134,0.532,128.073,2.94,4,"Markul, Тося Чайкина",Стрелы,Belarus
4AMCdODHG4ZZ1BiErHt0VI,0.799,0.642,2,-5.47,1,0.0644,0.138,1.03e-05,0.0998,0.177,104.997,2.24,4,Egor Kreed,We Gotta Get Love,Belarus
47iHvzU9Po0e6raFlgLBOF,0.795,0.624,7,-7.245,1,0.292,0.0131,0.0,0.102,0.693,95.018,2.02,4,shadowraze,astral step,Belarus
4rirIXfDRE3G9buCYVuk2V,0.544,0.585,0,-8.661,0,0.0505,0.61,2.39e-06,0.198,0.718,185.961,2.62,4,ScurtDae,Back to Life (Birthdae),Belarus
7D8k995g6jdie4NF1E7Tpu,0.636,0.794,8,-7.867,1,0.0642,0.169,0.0,0.161,0.953,172.088,2.55,4,"WENARO, LXNER",Лёд,Belarus
5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,2.0,4,XXXTENTACION,Revenge,Belarus
4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,2.79,4,Harry Styles,As It Was,Belarus
4woTEX1wYOTGDqNXuavlRC,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,5.84,4,"Eminem, Dina Rae",Superman,Belarus
6ljlpspxptHxDmYfR3NW2O,0.909,0.591,1,-6.263,1,0.212,0.0163,0.0,0.0626,0.464,87.016,2.19,4,INSTASAMKA,SHAKE,Belarus
1hfISzdAwnywAKxaSpfloo,0.58,0.539,1,-8.893,0,0.322,0.542,0.000292,0.146,0.243,62.922,4.71,4,Skryptonite,Положение,Belarus
0xY3mc3o0NJ3CetKAV8ma3,0.666,0.621,11,-5.275,0,0.0782,0.000889,0.0,0.0998,0.824,109.943,2.22,4,"Poshlaya Molly, Молодой Платон",ШКОЛЬНИК,Belarus
4zOLAk87gHl97sbqmntbJG,0.778,0.754,6,-5.518,0,0.0346,0.0575,1.38e-05,0.112,0.428,110.999,3.96,4,ANNA ASTI,По барам,Belarus
7g9d7JZFkLw3ue8FAOismU,0.587,0.7,8,-5.857,0,0.0366,0.0107,0.0,0.0683,0.496,129.992,3.57,4,Poshlaya Molly,Нон стоп,Belarus
3a3xhycCEf2HN4fm4nIe1O,0.805,0.879,4,-4.799,0,0.0415,0.0503,0.000758,0.338,0.912,142.0,2.39,4,"Electroforez, superkomfort",Фотограф,Belarus
5VXf1XETOMtk0WZIT4Bw3M,0.569,0.736,1,-10.934,0,0.141,0.0978,0.0,0.443,0.749,149.997,3.22,4,Nervy,Батареи,Belarus
5hY09NvKjD3gBQS3qhriXD,0.481,0.972,7,-1.647,0,0.0576,0.144,0.000184,0.789,0.856,159.905,2.92,4,ssshhhiiittt!,Танцы,Belarus
3MfoVUFEXWX6bxbACLVZEG,0.729,0.723,1,-7.374,1,0.0431,0.093,0.0,0.081,0.295,100.094,1.76,4,"OG Buda, BUSHIDO ZHO, Scally Milano, MAYOT, Magnum Opus, SEEMEE, YUNGWAY","ГАНЬГ Аутро (feat. Bushido Zho, Scally Milano, MAYOT, Magnum Opus, SEEMEE, YUNGWAY)",Belarus
6nqdgUTiWt4JbABDurkxMI,0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016,2.86,4,Hensonn,Sahara,Belarus
42loxtj7bufLsPgZSl47I9,0.898,0.752,0,-8.294,1,0.114,0.106,0.0146,0.071,0.91,130.043,2.49,4,H8.HOOD,PHANTOM,Belarus
43wgyQXc2M9KmTDUqVzugM,0.666,0.862,2,-4.376,0,0.203,0.154,0.0,0.139,0.203,106.028,4.61,4,"MiyaGi & Endspiel, Rem Digga",I Got Love,Belarus
0i8YObgqnjZYoYJOQbwLHq,0.731,0.734,1,-7.693,1,0.035,0.00505,1.25e-05,0.404,0.751,124.957,2.91,4,"Poshlaya Molly, Eldzhey",Дом Периньон,Belarus
3bbkkPpf8AdRU6DurnvoC4,0.845,0.765,8,-3.611,1,0.039,0.0545,0.0,0.0771,0.46,100.025,3.6,4,"Big Baby Tape, Молодой Платон",ВЛЮБИЛАСЬ,Belarus
1ZXziMvztaLyfOlBxMyXFG,0.745,0.629,10,-4.831,1,0.0717,0.188,0.0,0.218,0.349,153.977,3.35,4,"Yanix, дора",Вне Зоны,Belarus
16KfubI9E9AYJ5hcEdZ9TI,0.513,0.544,0,-6.874,1,0.233,0.617,3.25e-06,0.143,0.385,94.579,2.4,4,"OG Buda, MAYOT",Грусть 2 - Соната,Belarus
5m5rShfBQk4UpG7vpsEKzf,0.759,0.67,9,-6.763,0,0.0708,0.593,5.99e-06,0.0984,0.49,99.948,2.93,4,Miyagi & Andy Panda,Minor,Belarus
1GAQCGqNVPWbM7Qm1cbi62,0.697,0.66,8,-7.389,1,0.0493,0.0121,0.0,0.225,0.261,140.015,2.46,4,"163ONMYNECK, BUSHIDO ZHO",СТОМАТОЛОГИЧКА,Belarus
4tPB6H0QcK4bDib8iauE28,0.764,0.5,11,-10.403,0,0.108,0.685,6.09e-05,0.159,0.607,85.499,2.53,4,Alyona Shvets,первое свидание,Belarus
4B8gtpBuEtU9XUizl6BK2W,0.676,0.617,0,-4.626,1,0.0414,0.000816,0.636,0.227,0.718,124.978,2.38,4,MoonDeity,WAKE UP!,Belarus
5jXocrsUwpKwWyI5BZLKFA,0.797,0.82,1,-6.646,1,0.0523,0.185,1.66e-06,0.0982,0.394,102.477,2.27,4,"shadowraze, LXNER, quiizzzmeow",adaptive strike,Belarus
34lfu3S4fIcKZRNXzbdbo7,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,2.23,4,Kordhell,Live Another Day,Belarus
1ghdJUMhmLEpUitNwyNMWH,0.413,0.902,6,-3.488,1,0.0649,0.000214,2.49e-05,0.165,0.398,160.271,2.6,4,fem.love,Фотографирую закат,Belarus
5BPINlBbMGpHu0S79efirq,0.699,0.646,6,-7.025,0,0.39,0.31,0.0,0.201,0.368,80.017,2.83,4,Вектор А,Один,Belarus
3WjyxvlSz89H9w7G0tXGvG,0.518,0.918,9,-2.964,1,0.0508,0.0439,0.0,0.819,0.359,79.757,1.85,4,uglystephan,Не волнуют,Belarus
1hnMLPOqTMV2gurNxOnsjK,0.919,0.43,6,-9.582,1,0.18,0.0358,3.79e-06,0.109,0.467,115.047,2.12,4,"Jakone, A.V.G, Итачи",Курить,Belarus
320b8n5Ew9RgzDP67tVIx1,0.868,0.626,8,-9.766,0,0.166,0.311,0.0,0.126,0.378,127.945,2.56,4,"Scally Milano, LOVV66",Буква Х,Belarus
2INWHGzw5qTbdeLDARChfe,0.676,0.383,5,-8.971,0,0.042,0.532,0.0,0.236,0.37,85.021,2.14,4,Kambulat,Привет,Belarus
6OMBhRhwg6cnWR9ghrTubA,0.326,0.796,9,-4.976,0,0.043,0.000584,0.00255,0.0898,0.182,101.507,6.81,4,Pornofilmy,Я так соскучился,Belarus
6p9KkBAfxdiulHJWBBj5OK,0.617,0.799,0,-11.54,0,0.0272,0.00896,1.25e-06,0.576,0.773,130.05,2.51,4,Автостопом по фазе сна,Опианариум,Belarus
48jRCynldeK3WQbvd3jr73,0.653,0.834,0,-6.357,1,0.236,0.0228,2.08e-05,0.297,0.558,131.966,2.37,4,zxcursed,never enough,Belarus
30bqVoKjX479ab90a8Pafp,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,2.37,4,Lil Peep,Star Shopping,Belarus
0TKEz3H6quV9NLM1RPK4HL,0.547,0.886,11,-4.122,0,0.0539,0.217,0.0,0.284,0.536,126.097,2.51,4,ПОЛМАТЕРИ,типичная реперская песня,Belarus
4qbEaaJ29p32GI8EWQmm6R,0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,2.09,4,mazie,dumb dumb,Belarus
5FX30idriKlEIRYTxpNf65,0.656,0.964,6,-2.087,0,0.0964,0.123,0.813,0.78,0.965,114.007,1.76,4,KUTE,AVOID ME,Belarus
4O3HWR6j3Qht7ENIWlPLJt,0.841,0.291,6,-15.563,1,0.615,0.857,0.0,0.0897,0.391,110.199,2.45,4,FACE,Ты и сигареты,Belarus
03TPcM9vWUmc8y6LkJAzwJ,0.822,0.63,11,-7.681,1,0.0707,0.0201,0.795,0.12,0.605,126.046,2.12,4,АДЛИН,No Love,Belarus
2c1LybaNhIwsNVNrr4wjLG,0.613,0.601,4,-8.42,0,0.0823,0.137,0.0,0.304,0.572,180.224,3.75,4,Папин Олимпос,Официантка,Belarus
1aAcW69jxv3pp3I84oZGqP,0.434,0.744,1,-9.449,0,0.194,0.111,0.0,0.342,0.668,178.879,1.91,3,Korol i Shut,Дурак и молния,Belarus
0aKl63MnUIVKkXlVtp2vLr,0.549,0.493,1,-8.589,0,0.113,0.488,8.42e-05,0.134,0.396,79.617,2.45,4,Дайте танк (!),Утро,Belarus
1DNfspfRRy59nYnxAVeqK0,0.738,0.478,6,-9.421,1,0.094,0.571,0.0,0.199,0.345,125.95,4.26,4,LIZER,Между Нами,Belarus
3yCKABoZU3FVFuyVBc5VlM,0.657,0.833,4,-3.544,0,0.231,0.3,2.49e-06,0.124,0.55,157.438,1.94,4,"rizza, Sqwore",плачь,Belarus
0JLghJhfBluVUzdO9WjG9m,0.659,0.648,4,-5.908,0,0.066,0.496,4.92e-05,0.228,0.141,123.971,2.81,4,LSP,Ууу,Belarus
1MiUVjoHt4jiskDrt2ZHrq,0.787,0.654,5,-9.479,1,0.167,0.0776,9.78e-05,0.123,0.69,160.003,2.48,4,LIL MORTY,Я пиздатый,Belarus
2DvN8TVLAiEynpTRv0wpeQ,0.847,0.763,7,-7.743,1,0.0869,0.353,0.0,0.342,0.688,100.021,2.41,4,Yanix,Первый раз,Belarus
4oMyggIzClkOcCTvotFLkP,0.725,0.984,9,-1.638,1,0.0351,0.000718,0.895,0.372,0.931,119.983,2.75,4,Ghostface Playa,Why Not,Belarus
4v2RVsMWMLpzpmKq3THgFc,0.791,0.571,9,-8.681,1,0.183,0.156,0.0,0.283,0.437,98.035,1.88,4,BUSHIDO ZHO,макинтош бизнес онли,Belarus
5X33A2X2OuQXUOKhawWCMm,0.89,0.569,7,-6.192,0,0.154,0.0222,4.46e-05,0.136,0.552,104.017,3.86,4,"Skryptonite, Райда",Baby mama,Belarus
5kElIh62XbmpGwfR0cYaZn,0.812,0.634,10,-8.31,1,0.136,0.45,3.42e-06,0.128,0.609,98.015,2.61,4,PHARAOH,Не по пути,Belarus
2bqS0QtnXGjOYs3z6VtSyW,0.682,0.806,0,-6.184,1,0.0418,0.000461,0.0,0.217,0.872,109.972,3.41,4,Poshlaya Molly,Контракт,Belarus
3qeNvBiZvs4W6sIpcXPYnY,0.73,0.389,1,-12.469,1,0.272,0.257,1.08e-06,0.147,0.396,160.145,1.23,4,JojoHF,Первый раз,Belarus
0uo7p6JtXF7U8x0ktN0Vty,0.731,0.873,11,-7.746,0,0.0518,0.000268,0.851,0.1,0.671,159.984,4.77,4,Funk Tribu,Phonky Tribu,Belarus
0gucTLf7trAf37Ua1uAyAu,0.489,0.918,1,-4.502,1,0.0554,3.53e-05,7.64e-05,0.0908,0.691,116.731,5.01,4,Nirvana,Smells Like Teen Spirit,Belarus
393CkUgYBG7l3hZKvZZmdf,0.577,0.91,1,-4.514,0,0.06,0.0538,0.000234,0.36,0.272,125.121,3.18,4,Три дня дождя,Перезаряжай,Belarus
2K7xn816oNHJZ0aVqdQsha,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,3.44,4,The Neighbourhood,Softcore,Belarus
7DbdUf8aHSYoliSjO6LZv6,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,3.28,4,Beach Weather,"Sex, Drugs, Etc.",Belarus
1hlveB9M6ijHZRbzZ2teyh,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,3.66,4,Twisted Sister,We're Not Gonna Take It,Belarus
0OQf2nxEo29HqO4iUuHCov,0.648,0.547,2,-9.302,1,0.0591,0.515,0.37,0.201,0.558,79.999,2.4,4,вышел покурить,вопрос,Belarus
1xASDcZcb869OkSu86Wbw8,0.656,0.315,0,-14.558,1,0.487,0.967,0.000572,0.246,0.394,167.931,1.82,4,вышел покурить,кладбище,Belarus
35LIFNsMZjGJhLvRYAYxTX,0.518,0.659,4,-9.738,1,0.0271,0.657,0.415,0.11,0.622,185.032,3.28,4,Где Фантом?,Я тебя люблю,Belarus
3KU7TtvrEncPnuzXkrW7Tw,0.861,0.485,4,-8.61,1,0.128,0.742,2.63e-06,0.0848,0.562,108.129,2.26,4,Кишлак,Эй,Belarus
4h5oHfU4P7yWzeykGX2a86,0.567,0.65,8,-5.484,1,0.179,0.205,0.0,0.0603,0.386,160.165,4.0,4,pyrokinesis,Цветами радуги,Belarus
0mFPYrKpJbuRo0KOFrWVkT,0.69,0.659,5,-6.455,0,0.0297,0.0469,0.0,0.139,0.38,122.005,2.95,4,"КИССКОЛД, Dневник Dжессики",Когда ты улыбаешься - Dневник Dжессики Remix,Belarus
7FuvJwX4VDPE0bAIq9tfbP,0.782,0.532,2,-7.187,1,0.2,0.0262,0.0,0.138,0.185,95.999,3.3,4,"T-Fest, Skryptonite",Ламбада,Belarus
6HXheUbvgpEVEFH51ipUf9,0.884,0.571,11,-5.408,1,0.365,0.00296,0.0,0.342,0.643,86.655,1.91,5,INSTASAMKA,И ЧТОЭ,Belarus
7rvEwAILTqxBpdIyUifkE8,0.725,0.507,10,-9.316,0,0.0484,0.571,7.25e-06,0.119,0.511,110.03,3.67,4,"Miyagi & Andy Panda, Mav-d",Marmalade,Belarus
54ZhPL5soHKDxg9a5wizPv,0.758,0.534,9,-7.314,0,0.21,0.0863,0.0,0.139,0.783,180.035,2.02,4,INSTASAMKA,LIPSI HA,Belarus
7c56kvQfpFZSyDkbWUvWMI,0.782,0.473,7,-10.535,1,0.0615,0.645,0.00138,0.13,0.629,120.002,3.14,4,ATELLWULF,Перезвоню,Belarus
7uJlcGDXjx8Ha6t8kWFlxf,0.575,0.642,8,-5.229,1,0.38,0.268,0.0,0.0945,0.221,188.515,1.74,4,MACAN,За всех,Belarus
0Mfjy6p9vZsfzbQReWdooZ,0.533,0.52,11,-10.101,0,0.0455,0.831,0.00365,0.148,0.233,89.943,2.49,4,ooes,ночь,Belarus
6W3oZwixf3BciPnEDsvSVe,0.658,0.53,4,-5.662,0,0.0277,0.058,0.0,0.314,0.775,135.955,2.89,4,Quest Pistols,Ты так красива,Belarus
