rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
22,"spotify:track:3N2iBFazoTUIvgcqu2PdDZ","Trannos, Eleni Foureira","Egw & Esy","Panik Records",1,18,8,"12662"
23,"spotify:track:5btENPtD4TAjRGkC4IXafe","Light, Melisses, Skive","Epiloges","Capital Music",3,21,13,"12640"
24,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",24,24,8,"12569"
25,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",20,25,16,"12289"
26,"spotify:track:7E3YAVF3A7Shm7w2p3Np1Z","Şanışer, Ayda","Aşk Şarkısı - Live","Collabel",26,39,4,"12274"
27,"spotify:track:4zN21mbAuaD0WqtmaTZZeP","James Hype, Miggy Dela Rosa","Ferrari","Universal-Island Records Ltd.",11,22,18,"12204"
28,"spotify:track:3CbxLHTkPClIGBzRDf3JGK","UZI","XXL","Ava Music / Avrupa Müzik",17,27,4,"12153"
29,"spotify:track:2QDibAx72jveQXPBXOKjx2","Light, Trannos","24hrs","Capital Music",1,20,16,"11910"
30,"spotify:track:65tIJClJx8fHo6YW4wVDhi","Güneş","Suçlarımdan Biri","M.O.B. Entertainment",12,31,25,"11127"
31,"spotify:track:7dFVvPxqk4O32ra3VjfUwU","UZI","UNUTTUM","Ava Music / Avrupa Müzik",20,29,4,"10892"
32,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",32,33,6,"10282"
33,"spotify:track:18Ies0Fsw2IwDuLoOhDlyy","Zeynep Bastık","Ara","Polydor",19,30,10,"10223"
34,"spotify:track:4NeOAItkkLHPOw35eDdGQo","Eftalya Yağcı, Lvbel C5","Sevmiş Gibi","Lais Records",29,37,8,"9982"
35,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",20,36,107,"9825"
36,"spotify:track:38QSynLcDBfbETORhSsssH","ATE","Diğer Yarım","ATE",16,41,13,"9771"
37,"spotify:track:3gMkuoFyby1uUf7rR7y8Km","Konstantinos Argiros, Light","Iliovasilema - (Part 2 - Fos)","Panik Platinum",5,28,23,"9757"
38,"spotify:track:55Tf67DiltMLjOY6A25s3J","ALIZADE, BEGE","Kalbin bana kaldı","New Wave",38,40,10,"9715"
39,"spotify:track:3fznN0fNZAuTSu8f0vDO7E","Lvbel C5","MOVIE","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",26,26,2,"9583"
40,"spotify:track:7I6fZpYaW9BjlXJEKFL1Su","Rack, BretBeats, Beyond","DEN EIMAI DIKOS SOU","Barcode Entertainment",4,32,12,"9486"
41,"spotify:track:1cKHdTo9u0ZymJdPGSh6nq","The Weeknd, Gesaffelstein","I Was Never There","Universal Republic Records",21,38,24,"9383"
42,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",2,34,95,"9213"
43,"spotify:track:1DIXPcTDzTj8ZMHt3PDt8p","Coolio, L.V.","Gangsta's Paradise","Tommy Boy Music, LLC",43,84,117,"9202"
44,"spotify:track:2Pe8d9oClBgLkkz2N35AiN","Semicenk","Unutmak Öyle Kolay Mı Sandın","EVA RECORDS",44,63,5,"8993"
45,"spotify:track:4O9hcXs1ohtbw4xnMU8wfo","Can Koç","Gökyüzünü Tutamam","Fono Müzik Üretim",18,49,28,"8735"
46,"spotify:track:2FRX5tqHnjJKIAAmgRbsvJ","cakal","Mingoflalar","Perros Blancos",30,79,14,"8666"
47,"spotify:track:7Hfb93mB78H7HnZobmjtzt","Sefo, Jako","kördüğüm","3TR6AP2",47,62,7,"8655"
48,"spotify:track:3uUuGVFu1V7jTQL60S1r8z","Lost Frequencies, Calum Scott","Where Are You Now","Epic Amsterdam",13,42,56,"8651"
49,"spotify:track:61BaxNqs8df4B4Vtndb9DE","Mad Clip, Light, Skive","Nani","Mad Clip",1,35,22,"8623"
50,"spotify:track:38doLxZXMnFU2rwImjshPY","Sadam, Solid","Gia Sena","Sadam",28,43,7,"8597"
51,"spotify:track:4o4kbDP7DMVFPwAf5D5bj9","Simge","Aşkın Olayım","DOĞAN MÜZİK YAPIM",51,70,5,"8512"
52,"spotify:track:1zB8iM97STLlKaweWhtasO","Eleni Foureira, Bobito, Ayman","El Telephone","Panik Records",10,44,18,"8387"
53,"spotify:track:5h1Zdr8ghV5RaWjtdfVo8w","MERO, Murda","Konum Gizli (feat. Murda)","Pentagon Records Plus",7,50,21,"8298"
54,"spotify:track:09mEdoA6zrmBPgTEN5qXmN","The Weeknd","Call Out My Name","Universal Republic Records",1,47,69,"8124"
55,"spotify:track:7a8GawTVgHZvBLQOh46he7","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",55,75,23,"7969"
56,"spotify:track:38T0tPVZHcPZyhtOcCP7pF","Lil Nas X","STAR WALKIN' (League of Legends Worlds Anthem)","Columbia",45,45,2,"7969"
57,"spotify:track:5sIHhx9IOpQ7ggv16wLsWZ","UZI","ARASAN DA","Ava Music / Avrupa Müzik",1,66,29,"7810"
58,"spotify:track:0yRUYU3DF2znFYgi7oUGx2","Konstantinos Argiros","Afou Se Vrika De S' Afino - (Part 2 - Fos)","Panik Platinum",27,48,15,"7796"
59,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",45,54,12,"7726"
60,"spotify:track:718XWLo3fyDFH5RWp5Q5nN","RICTA, Night Grind","Salonikios","City Center",19,59,10,"7672"
61,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",61,77,4,"7510"
62,"spotify:track:2oAoWaGzQeq8JMywmukQ8J","Hawk, Baghdad","CELINE","Above The Hood",5,46,20,"7509"
63,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",5,52,17,"7503"
64,"spotify:track:4woTEX1wYOTGDqNXuavlRC","Eminem, Dina Rae","Superman","Aftermath",64,69,12,"7494"
65,"spotify:track:3iz0BamLeB8AngNYpjbC6E","Sefo, Capo","ISABELLE","3TR6AP2",21,57,17,"7486"
66,"spotify:track:1x3Ow6I8AbWQyWHXFm5HzP","ALIZADE","ANORMAL","New Wave",66,87,3,"7407"
67,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",51,51,6,"7369"
68,"spotify:track:3BnDvpeuGOj21Ir2aVEtQo","Rema","Calm Down","Mavin Records / Jonzing World",64,71,12,"7318"
69,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",63,65,16,"7210"
70,"spotify:track:0szRcHR9IsUO2Xj8uAKPM6","Pinhani","Bilir O Beni","BEĞENİ MÜZİK YAPIM",33,81,17,"7158"
71,"spotify:track:5UueGx6aALmUslrPdWOB9K","BEGE, Yung Ouzo","2T1BB","BEGE",4,64,15,"7096"
72,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",43,61,12,"7082"
73,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",9,58,60,"7051"
74,"spotify:track:18asYwWugKjjsihZ0YvRxO","Tiësto, Ava Max","The Motto","Atlantic Records",12,72,48,"7034"
75,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",57,82,65,"7024"
76,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",3,74,46,"6982"
77,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",77,111,4,"6919"
78,"spotify:track:4ba3bmE2i6SvEXIaJYhUoJ","Anastasia","Ligo Ligo","Minos - EMI SA Distribution Deals",19,88,18,"6907"
79,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",1,80,49,"6904"
80,"spotify:track:13THdxqHT11aSk3G8nUDzZ","Mavi Gri","Altüst Olmuşum","Mavi Gri",80,127,18,"6858"
81,"spotify:track:2DB4DdfCFMw1iaR6JaR03a","Camila Cabello, Ed Sheeran","Bam Bam (feat. Ed Sheeran)","Epic",11,67,31,"6850"
82,"spotify:track:4qcngMZ8yF98sAnFKlvXPN","Lvbel C5","GELMEZSEN GELME","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",2,105,29,"6699"
83,"spotify:track:2xdG3MPGdmb2u57RKwQF34","Fy, Mc Daddy, Display","Nisi","Capital Music",1,56,22,"6698"
84,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",83,83,9,"6690"
85,"spotify:track:11AkXmBdjwu4upt22GjJrG","Berkay Altunyay","Olmazlara İnat","SONY MUSIC TURKEY",34,118,19,"6658"
86,"spotify:track:10n66m41IGjA2ZulKPK7Ew","Madrigal","Seni Dert Etmeler","AVRUPA MÜZİK YAPIM",43,150,78,"6643"
87,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",78,93,19,"6622"
88,"spotify:track:47zsnWIPoPSjJhZoKp5h21","UZI, Montiego","PARA","KCO MUSIC",10,114,22,"6586"
89,"spotify:track:0VO8gYVDSwM1Qdd2GsMoYK","Swedish House Mafia, The Weeknd","Moth To A Flame (with The Weeknd)","Republic Records",3,68,50,"6542"
90,"spotify:track:3F5CgOj3wFlRv51JsHbxhe","Drake, 21 Savage","Jimmy Cooks (feat. 21 Savage)","OVO",13,78,16,"6523"
91,"spotify:track:0r6tglSiN3TZTyRMvMCR5B","Madrigal","Dip","Madrigal",91,106,10,"6424"
92,"spotify:track:0XNX9BCSWvEwsdBwUTRhMh","Emir Can İğrek","Kor","Hypers",46,121,25,"6416"
93,"spotify:track:0PUzUn6NlCsVeomsUg9SKx","TOQUEL, SIDARTA, Beyond","Palmous","Minos - EMI SA Distribution Deals",40,73,19,"6356"
94,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment/Interscope Records",32,55,3,"6335"
95,"spotify:track:2G9iZhy22NiEkyAeKtKIXC","Oge, SNIK, Strat","OLE","Minos - EMI SA Distribution Deals",7,76,15,"6281"
96,"spotify:track:3xWGA8pa0IKFI7IMPri4P0","Ed Sheeran","Shivers","Atlantic Records UK",7,94,56,"6229"
97,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God) - 2018 Remaster","Rhino",2,60,19,"6156"
98,"spotify:track:7lkqbdBKrsyNNq3xi0LeaY","Güneş","NKBİ","M.O.B. Entertainment",66,131,11,"6006"
99,"spotify:track:0VfJj7Z3IQjF6lh5DhQYTs","Strat, Ivan Greko, Saxpas","Den Exw Sima","Black Phone Entertainment",99,108,4,"5978"
100,"spotify:track:2hDRKm3BqOsEHaWIBm4u01","Murda, Hadise","Imdat (feat. Hadise)","Urban",63,113,14,"5972"
101,"spotify:track:7fZBQnc0zXwVybgCIrQQil","Imanbek, BYOR","Belly Dancer","Musical Freedom",81,101,19,"5965"
102,"spotify:track:27GSRTfL7fEnLAEr3fB5YX","Saske, Beyond, Issy Beats","PADOU","OffBeat Records",22,129,34,"5958"
103,"spotify:track:5UV2oqgMXvlkOvvtK3aT7f","mor ve ötesi","Bir Derdim Var","RAKUN MÜZİK FİLM",103,151,7,"5922"
104,"spotify:track:27ZZdyTSQWI7Cug2d2PkqV","Armani White","BILLIE EILISH.","Legendbound, LLC / Def Jam Recordings",92,109,7,"5898"
105,"spotify:track:62nygHWpn3wLwnZmJ8keVs","Velet","Aşk Sadece Anlayana","Müzik Bankası",2,126,21,"5883"
106,"spotify:track:7jnN5sT8rk6PIvBZRWYdJj","Semicenk","Herkes Gibisin","Eva Records TR",106,155,7,"5880"
107,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,100,65,"5879"
108,"spotify:track:39JofJHEtg8I4fSyo7Imft","Eliza Rose, Interplanetary Criminal","B.O.T.A. (Baddest Of Them All) - Edit","Warner Records",83,98,5,"5844"
109,"spotify:track:6HMtHNpW6YPi1hrw9tgF8P","Lizzo","About Damn Time","Nice Life/Atlantic",19,92,23,"5782"
110,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship/ Bad Habit/Atlantic Records",56,90,19,"5755"
111,"spotify:track:5tbMaO9qbA9dMQnoOtRAUR","Bossikan, Roi 6/12, WhiteShadow","Bossidonas","Minos - EMI SA Distribution Deals",37,119,14,"5717"
112,"spotify:track:1qEmFfgcLObUfQm0j1W2CK","Harry Styles","Late Night Talking","Columbia",8,96,20,"5716"
113,"spotify:track:21xcnEC8ZIr8nTtI8xyDeS","TOQUEL, Sin Laurent","Panorama","Minos - EMI SA Distribution Deals",7,99,19,"5698"
114,"spotify:track:36S6sHnPZ0VBjD4uLbNXM7","Ati242","Inzaghi","SST",114,140,2,"5636"
115,"spotify:track:3KNWjZgf92VwvWAselZ6sP","Kings, Trannos","Madame","Panik Records",1,89,25,"5621"
116,"spotify:track:0RPEhK1UCgtLb9Nc97lA4R","Murda","RARRii","Urban",54,103,10,"5616"
117,"spotify:track:2ZrtlDFHOqPVN3fBJyvoaH","Rack, Beyond","Selfmade","Barcode Entertainment",15,95,18,"5600"
118,"spotify:track:4h4QlmocP3IuwYEj2j14p8","Nicky Youre, dazy","Sunroof","Thirty Knots/Columbia",87,107,18,"5541"
119,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,115,149,"5533"
120,"spotify:track:0SCtkG26IEKCKxJ7UmWZWa","cakal","İmdat","Perros Blancos",2,128,25,"5529"
121,"spotify:track:3rb0tMq42WfggucPm0HHkA","MEDUZA, James Carter, Elley Duhé, FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)","Universal-Island Records Ltd.",117,137,6,"5515"
122,"spotify:track:5TJEBoTCDbJXiKMdCN9pd3","Elton John, Britney Spears","Hold Me Closer","EMI",63,97,6,"5499"
123,"spotify:track:3rq5w4bQGigXOfdN30ATJt","Arctic Monkeys","Do I Wanna Know?","Domino Recording Co",37,124,118,"5476"
124,"spotify:track:0qQiT7KDAZGP1WdkWvqNah","TOQUEL, Sin Laurent","Platina","Minos - EMI SA Distribution Deals",17,91,19,"5470"
125,"spotify:track:6ex1Pz3pntgy4NPtxHXN2V","Ed Sheeran","Bad Habits","Atlantic Records UK",3,120,67,"5382"
126,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",102,102,10,"5369"
127,"spotify:track:0pIa1YAqWLOP7gFpDKzqlo","Murda","Bela","Urban",127,-1,1,"5349"
128,"spotify:track:3FAclTFfvUuQYnEsptbK8w","Amy Winehouse","Back To Black","Universal-Island Records Ltd.",128,146,6,"5318"
129,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",49,132,63,"5265"
130,"spotify:track:2z4kjQGOaN9TEQ6uYgS21l","Feisty, RICTA, Mateos Nps, DJ.Silence","BELLA","Good Vybz Music",130,152,2,"5249"
131,"spotify:track:082Z8aWrikvq4JA8qpgcgX","Zeynep Bastık, Kozmos","Savaştım Harbiden","Hypers",131,169,5,"5244"
132,"spotify:track:0hquQWY3xvYqN4qtiquniF","Doja Cat","Vegas (From the Original Motion Picture Soundtrack ELVIS)","Kemosabe Records/RCA Records",58,112,17,"5223"
133,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",11,157,231,"5216"
134,"spotify:track:1j6eyZEaIOPOqKer0hsAyF","UZI, Heijan","NEGATIF","Ava Music / Avrupa Müzik",56,122,4,"5181"
135,"spotify:track:4PUniKS3Cywu23xjdtoji5","UZI","Outro","M.O.B. Entertainment",135,189,2,"5179"
136,"spotify:track:7ef4DlsgrMEH11cDZd32M6","Calvin Harris, Dua Lipa","One Kiss (with Dua Lipa)","Sony Music UK",1,138,85,"5171"
137,"spotify:track:33eHMRTXayncWkfj72BI3U","Sefo","Tutsak","3TR6AP2",12,130,23,"5171"
138,"spotify:track:5j2qq0EBEAceOdff92l4qZ","TOQUEL","Beverly Hills","Minos - EMI SA Distribution Deals",8,154,21,"5120"
139,"spotify:track:4sHGVE7twEnFddJ3DqyWXs","SNIK, VLOSPA, Oge","Trafficante","Minos - EMI SA Distribution Deals",1,85,34,"5105"
140,"spotify:track:1FEiijYPJtyswChfcpv3p0","Lana Del Rey","Summertime Sadness","Urban",110,133,11,"5047"
141,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",40,110,18,"5046"
142,"spotify:track:1oa2VjfQHY3jOMhr4INBOf","Eleni Foureira, Hawk","Aya","Panik Records",55,116,18,"5034"
143,"spotify:track:1ABRIGG2YqY5uLDLLfIBgx","SNIK, Josephine","Work Out","Minos - EMI SA Distribution Deals",18,117,4,"5019"
144,"spotify:track:6gxLEbRJlorva6uVRW4gof","UZI","PAPARAZZI","Ava Music / Avrupa Müzik",2,173,43,"4998"
145,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",35,139,23,"4971"
146,"spotify:track:3AVrVz5rK8Hrqo9YGiVGN5","Cigarettes After Sex","Apocalypse","PTKF",146,148,12,"4963"
147,"spotify:track:0ur3QPKHUf7RBWsjEq8VyM","Leaderbrain, Trannos, Gosei","Made In Albania","BlackBandana",26,104,7,"4943"
148,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",4,141,63,"4905"
149,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",5,149,93,"4901"
150,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",136,143,7,"4899"
151,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",1,136,63,"4888"
152,"spotify:track:7wdwIaXUuzlu1grzWMFRJm","Ghost","Mary On A Cross","UME - Global Clearing House",92,135,7,"4884"
153,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment/Interscope Records",30,123,7,"4824"
154,"spotify:track:2FuWptjK1pc0rkVpF5O0CG","GOKO!","EVA & MIA","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",43,-1,13,"4810"
155,"spotify:track:0CEf6jYrRZUKcYfXNt7vtL","Konstantinos Argiros","Eleftheros - (Part 1 - Nostalgia)","Panik Platinum",25,134,23,"4796"
156,"spotify:track:3CIyK1V4JEJkg02E4EJnDl","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","Kid Ina Korner / Interscope",3,156,49,"4781"
157,"spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW","XXXTENTACION","Revenge","Bad Vibes Forever / EMPIRE",65,160,34,"4758"
158,"spotify:track:7z5rmdisSV8GmWCnrOd1HU","Sena Şener","Porselen Kalbim","Pasaj Stüdyo",65,200,9,"4744"
159,"spotify:track:0UguFn9xs4WQshHabcxUxH","Semicenk, Funda Arar","Al Sevgilim","Eva Records TR",10,182,15,"4677"
160,"spotify:track:3zyGddnNteFhuj1fKMg4sZ","Lil Zey","OnlyFans","Atlantic Records Germany",160,-1,1,"4676"
161,"spotify:track:3yfqSUWxFvZELEM4PmlwIR","Eminem","The Real Slim Shady","Interscope",61,153,83,"4676"
162,"spotify:track:2MvIexkUblP1QdpBzKot3N","UZI","CINDY","Ava Music / Avrupa Müzik",2,-1,45,"4670"
163,"spotify:track:7fBv7CLKzipRk6EC6TWHOB","The Weeknd","The Hills","Universal Republic Records",75,158,35,"4667"
164,"spotify:track:62ke5zFUJN6RvtXZgVH0F8","Paloma Faith","Only Love Can Hurt Like This","RCA Records Label",118,144,23,"4630"
165,"spotify:track:4N7UpiOnVCysT8K3QqK9Me","Giorgos Mazonakis, Arash","Tora Tora (Boro Boro)","Minos - EMI SA",23,142,17,"4593"
166,"spotify:track:48q0vSHcJdhK3IiXH8C5WJ","Arctic Monkeys","Why'd You Only Call Me When You're High?","Domino Recording Co",39,194,65,"4593"
167,"spotify:track:1WCEAGGRD066z2Q89ObXTq","David Guetta, Becky Hill, Ella Henderson","Crazy What Love Can Do","Parlophone UK",108,168,19,"4591"
168,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",2,147,146,"4590"
169,"spotify:track:5kpkEb0M49YM516trGUSWS","Rei 6","Ah Canım Sevgilim - Demo","Rei 6",94,-1,30,"4583"
170,"spotify:track:2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas","Sony Music Latin",19,163,60,"4541"
171,"spotify:track:40SBS57su9xLiE1WqkXOVr","LF SYSTEM","Afraid To Feel","Warner Records",78,184,15,"4529"
172,"spotify:track:1QtI9v2S1Bm4iwo3w4401A","Lvbel C5","olsun","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",98,196,4,"4529"
173,"spotify:track:0wHFktze2PHC5jDt3B17DC","Jack Harlow","First Class","Generation Now/Atlantic",3,172,26,"4521"
174,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",23,164,137,"4514"
175,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",3,178,104,"4486"
176,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",114,-1,98,"4478"
177,"spotify:track:4RVwu0g32PAqgUiJoXsdF8","Billie Eilish","Happier Than Ever","Darkroom/Interscope Records",3,162,61,"4469"
178,"spotify:track:5ahPNTYu8v9MNaB7vjFfyB","Dani Gambino","ISLAMABAD","Elite Musik",178,-1,3,"4464"
179,"spotify:track:1RF02Cf80mTaeNXG2P2boR","Nathan Dawe, Ella Henderson","21 Reasons (feat. Ella Henderson)","Atlantic Records UK",110,179,18,"4463"
180,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship/ Bad Habit/Atlantic Records",69,176,13,"4446"
181,"spotify:track:6YfzfBiC4dpF5yv63QcLCY","TOQUEL","Skoni","Minos - EMI SA Distribution Deals",25,125,19,"4439"
182,"spotify:track:2vXKRlJBXyOcvZYTdNeckS","Gesaffelstein, The Weeknd","Lost in the Fire (feat. The Weeknd)","Columbia",6,193,54,"4437"
183,"spotify:track:6pvP8qG9wO9cq9qiZG7aP0","Greg, Johnny King, Teo Tzimas","Poios","Minos - EMI SA",183,-1,1,"4434"
184,"spotify:track:7dbwdaU5belAQj5Qc0cFle","Anna Vissi, Daphne Lawrence","Aima","Panik Gold",102,159,17,"4427"
185,"spotify:track:0zCgWGmDF0aih5qexATyBn","Mr.Kitty","After Dark","Negative Gain Productions",135,171,18,"4427"
186,"spotify:track:0otRX6Z89qKkHkQ9OqJpKt","James Arthur","Car's Outside","Columbia Local",72,145,10,"4423"
187,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",139,192,19,"4380"
188,"spotify:track:6glvSyTo1y4WLtX0mnDq83","Dedublüman, Çağrı Çelik","Gamzedeyim Deva Bulmam","Dedublüman House",51,-1,21,"4380"
189,"spotify:track:2kx5sQgmjYug0GiDh1a4sU","Cheriimoya, Sierra Kidd","Living Life, In The Night","Arista Records",95,166,25,"4379"
190,"spotify:track:7hVXZVcmpcHq1DJ05dnFZK","SNIK, Rack","NANA","Minos - EMI SA Distribution Deals",1,86,38,"4349"
191,"spotify:track:52jqDrHbXT9nvE4GwlmViQ","UZI, Aksan","RUN RUN","Ava Music / Avrupa Müzik",39,167,4,"4315"
192,"spotify:track:5uSFGgIfHMT3osrAd9n9ym","Lewis Capaldi","Forget Me","Vertigo Berlin",117,-1,3,"4309"
193,"spotify:track:3DbiL7GTCopFHk9t9qpDut","Leaderbrain, RICTA","Latina","BlackBandana",15,-1,49,"4290"
